,DHd_2016.zip,DHd_2017.zip,DHd_2018.zip,DHd_2019.zip,DHd_2020.zip,DHd_2022.zip,DHd_2023.zip
Graphstrukturen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Redewiedergabe,0.0,0.0,0.006,0.006,0.006,0.0,0.0
Maschinelles Lernen,0.0,0.0,0.013,0.006,0.019,0.019,0.0
Deep Learning,0.0,0.0,0.025,0.025,0.019,0.006,0.0
Textmining,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Geistewissenschaften,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Jüdische Geschichte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Computergestützte Filmanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Stilanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Liedtexte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Korpusvergleich,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Frequenzanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Signifikanztest,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Buchdruck,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Grammatiken und Sprachtraktate,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Digital Humanities,0.0,0.0,0.013,0.031,0.013,0.006,0.006
Restaurierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kodikologie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Handschriftenbeschreibung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Literaturkarte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Literaturgeschichtsschreibung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
TEI Encoding,0.0,0.0,0.006,0.0,0.0,0.0,0.0
3D-Objekte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Typologie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Wahrnehmung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Software Evolution,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Software Aging,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Softwarewartung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Universal Morphology,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Morphologie(generierung),0.0,0.0,0.006,0.0,0.0,0.0,0.0
Community-Standards,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Schnittstellenprobleme (NLP vs. Sprachwissenschaft),0.0,0.0,0.006,0.0,0.0,0.0,0.0
semantische Annotation,0.0,0.0,0.006,0.0,0.0,0.0,0.006
Sichtbarkeit,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Information Retrieval,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Digitalisierung OCR Metadaten Transkription TEI,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Formalisierung,0.0,0.0,0.006,0.006,0.0,0.006,0.0
Python,0.0,0.0,0.013,0.0,0.006,0.006,0.013
Stilometrie; Autorschaftsattribution,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Quantitative Verfahren,0.0,0.0,0.006,0.006,0.0,0.0,0.0
Neoclassica,0.0,0.0,0.006,0.006,0.0,0.0,0.0
Distant Viewing,0.0,0.0,0.013,0.006,0.0,0.0,0.006
Klassizismus,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Material Culture,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Datenformate,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Brief,0.0,0.0,0.006,0.0,0.0,0.0,0.006
Editon,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Einzelstellenkommentar,0.0,0.0,0.006,0.0,0.0,0.0,0.0
API,0.0,0.0,0.006,0.006,0.006,0.025,0.006
Corpus,0.0,0.0,0.006,0.0,0.0,0.0,0.0
multimodale Medien,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Sentimentanalyse,0.0,0.0,0.019,0.0,0.006,0.0,0.0
unstrukturierte Texte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
literaturgeschichtliche Rezeptionsanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Editionsportal,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Datentransformation,0.0,0.0,0.006,0.0,0.0,0.0,0.006
TEI-Modellierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kritik,0.0,0.0,0.031,0.0,0.0,0.0,0.0
Interdisziplinäre Lehre,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kulturelle Sammlungen,0.0,0.0,0.006,0.0,0.0,0.006,0.006
virtuelle Realität,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Theater,0.0,0.0,0.006,0.0,0.006,0.0,0.0
Digitale Kulturwissenschaft,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Kritische Geisteswissenschaften,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Aufklärung,0.0,0.0,0.006,0.0,0.006,0.006,0.0
Meme,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Präsentation,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Langzeitverfügbarkeit,0.0,0.0,0.006,0.0,0.0,0.0,0.0
OWL DL,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Drupal,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Anton Tschechow,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Russische Literatur,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Deutsche Nationalbibliothek,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Katalogdaten,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Digitale Methoden,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Diagrammatisches Denken,0.0,0.0,0.006,0.0,0.0,0.0,0.0
medieval studies,0.0,0.0,0.006,0.0,0.0,0.0,0.0
community,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Architekturgeschichte,0.0,0.0,0.019,0.0,0.0,0.0,0.0
Photogrammetrie,0.0,0.0,0.013,0.0,0.0,0.0,0.0
3D/4D,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Geisteswissenschaften,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Epistemologie,0.0,0.0,0.006,0.0,0.013,0.0,0.0
Ägypten,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Zeichenerkennung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Hieratisch,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kursivschrift,0.0,0.0,0.006,0.0,0.0,0.0,0.0
digitale Paläographie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Interoperabilität,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Textmodellierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Webentwicklung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Microservices,0.0,0.0,0.006,0.0,0.0,0.0,0.0
persistente Referenzierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Interface,0.0,0.0,0.013,0.0,0.0,0.0,0.006
Manuskript,0.0,0.0,0.006,0.0,0.0,0.0,0.0
XML/TEI,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Online-Kommentar,0.0,0.0,0.006,0.0,0.0,0.0,0.0
TEI-Datenmodell,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Heterogenität,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Grabungsdatenbank,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Digitale Epigraphik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Vagheit,0.0,0.0,0.013,0.0,0.0,0.0,0.0
Schriftzeichen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Entzifferung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Ontologische Modellierung,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Semantische Wissensmodellierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
CIDOC-CRM,0.0,0.0,0.006,0.006,0.013,0.0,0.0
Interpretation historischer Quellen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Forschungsprojekte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Friedensrepräsentationen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
quantitativ-qualitative Analyse; Methodendiskussion; Korpuslinguistik; TEI-Analyse; Textgliederungsprinzipien,0.0,0.0,0.006,0.0,0.0,0.0,0.0
gender studies,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Geschlechtertheorie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Datenanreicherung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
agent-based modelling,0.0,0.0,0.006,0.0,0.0,0.0,0.0
opinion dynamics,0.0,0.0,0.006,0.0,0.0,0.0,0.0
diskurs,0.0,0.0,0.006,0.0,0.0,0.0,0.0
FRBRoo,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Diachrone Sprachwissenschaft,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Semantik,0.0,0.0,0.013,0.0,0.006,0.0,0.0
Distributionelle Semantik,0.0,0.0,0.013,0.006,0.0,0.0,0.0
Literarische Gattungen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Prototypentheorie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
MFW,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Hispanoamerikanischer Roman,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Tagger,0.0,0.0,0.006,0.0,0.0,0.0,0.0
DTA,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Intercoder-Reliabilität,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kybernetik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Geschichte der DH,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Theorie,0.0,0.0,0.006,0.006,0.0,0.0,0.006
Wissenschaftspolitik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Geschichte,0.0,0.0,0.013,0.0,0.006,0.013,0.0
Konservierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Automatic Text Recognition,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Quellenarbeit,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Transkriptionssoftware,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Transkribus,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Texterkennung,0.0,0.0,0.006,0.0,0.006,0.006,0.0
Handschriftenerkennung,0.0,0.0,0.006,0.0,0.0,0.0,0.006
abbreviations,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Georgian,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Latin,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Wörterbuch,0.0,0.0,0.006,0.0,0.0,0.0,0.0
GIS,0.0,0.0,0.006,0.006,0.0,0.0,0.0
Bewegungsbücher,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Interaktion,0.0,0.0,0.006,0.0,0.006,0.0,0.013
Augmented Reality,0.0,0.0,0.013,0.019,0.0,0.0,0.0
Forschungsumgebung,0.0,0.0,0.006,0.0,0.006,0.0,0.0
Didaktik,0.0,0.0,0.013,0.0,0.0,0.0,0.0
UrhWissG,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Urheberrecht,0.0,0.0,0.019,0.0,0.006,0.0,0.0
Copyright,0.0,0.0,0.006,0.0,0.0,0.0,0.0
maschinelles Lernverfahren,0.0,0.0,0.013,0.0,0.0,0.0,0.0
Captivity Narratives,0.0,0.0,0.006,0.0,0.0,0.0,0.0
analoges Projekt,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Transformation,0.0,0.0,0.006,0.006,0.0,0.006,0.0
Denkmalpflege,0.0,0.0,0.006,0.0,0.0,0.0,0.0
reporting tool,0.0,0.0,0.006,0.0,0.0,0.0,0.0
network analysis,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Figurenanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Verfassungsanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
historischer Vergleich,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Wissenssoziologie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Softwarewerkzeug,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Illustrierte Postkarte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Interdisziplinarität,0.0,0.0,0.006,0.0,0.006,0.013,0.0
Direct Speech,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Social media,0.0,0.0,0.006,0.0,0.0,0.0,0.0
sentiment analysis,0.0,0.0,0.006,0.0,0.0,0.0,0.0
digital memes,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kopräsenz,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Wortfeldsemantik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Sentiment,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Lehre,0.0,0.0,0.006,0.0,0.006,0.006,0.0
Query,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Preprocessing,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Extensibility,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Netzwerkvisualisierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Prosopographie,0.0,0.0,0.006,0.013,0.013,0.0,0.006
Mittelalter und Frühe Neuzeit,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Neuronale Netze,0.0,0.0,0.006,0.0,0.0,0.006,0.006
Bildverarbeitung,0.0,0.0,0.006,0.006,0.0,0.0,0.006
Graphic Novels,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kulturelle Evolution,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Phylogenetik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Klaus Mann,0.0,0.0,0.006,0.0,0.0,0.0,0.0
autobiographische Texte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Text Mining,0.0,0.0,0.006,0.0,0.0,0.006,0.0
agentenbasierte Sozialsimulation,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Diskursräume,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Bibliometrisches Netwerk,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Podcast,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Forschungswerkstatt,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Interviews,0.0,0.0,0.006,0.006,0.006,0.006,0.0
Studium,0.0,0.0,0.006,0.0,0.006,0.0,0.0
Gemeinsame Normdatei,0.0,0.0,0.006,0.0,0.0,0.0,0.0
GND,0.0,0.0,0.006,0.0,0.006,0.0,0.013
BEACON,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Wikipedia,0.0,0.0,0.013,0.0,0.0,0.0,0.0
Semantic MediaWiki,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Wandertheater,0.0,0.0,0.006,0.0,0.0,0.0,0.0
17./18. Jahrhundert,0.0,0.0,0.006,0.0,0.0,0.0,0.0
digitales Archiv,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Opinion Mining,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Sentiment Analysis,0.0,0.0,0.006,0.0,0.006,0.006,0.0
Nutzertests,0.0,0.0,0.006,0.0,0.0,0.0,0.0
benutzerzentrierte Gestaltungsprozesse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Partizipation,0.0,0.0,0.006,0.0,0.006,0.0,0.006
Forschungsdatemanagement,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kooperationen,0.0,0.0,0.013,0.0,0.0,0.0,0.0
Organisation,0.0,0.0,0.006,0.0,0.006,0.0,0.0
Datenautorenschaft,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Leistungsbewertung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Syntax,0.0,0.0,0.006,0.006,0.006,0.0,0.0
Editor,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Auszeichnung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Parser,0.0,0.0,0.006,0.0,0.0,0.006,0.0
qualitative Inhaltsanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
MAXQDA,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Vergleich,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Dokumente,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Wikidata,0.0,0.0,0.006,0.0,0.0,0.006,0.025
Strukturierte Daten,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Digital Cultural Heritage,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Digitale 3D-Rekonstruktion,0.0,0.0,0.006,0.006,0.0,0.0,0.0
Wettbewerb,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Berufe,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Digitale Musikwissenschaft,0.0,0.0,0.006,0.0,0.006,0.0,0.0
Datenaggregation,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Digitale Ressourcen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Methodendiskurs,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Sanskrit,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Indogermanistik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Suche und Visualisierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Analyse,0.0,0.0,0.013,0.013,0.0,0.006,0.0
Critical Code Studies,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Programmiersprachen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
distributional semantics,0.0,0.0,0.006,0.0,0.0,0.0,0.0
word2vec,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Ontology,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Daten,0.0,0.0,0.013,0.0,0.013,0.0,0.006
MEDEA,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Rechnungsbücher,0.0,0.0,0.006,0.0,0.0,0.006,0.0
Protégé,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Autorschaftsattribuierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Paraphrasen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Referenzen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
CTS,0.0,0.0,0.006,0.0,0.0,0.0,0.0
visual internet,0.0,0.0,0.006,0.0,0.0,0.0,0.0
distant watching,0.0,0.0,0.006,0.0,0.0,0.0,0.0
trauma studies,0.0,0.0,0.006,0.0,0.0,0.0,0.0
new methods,0.0,0.0,0.006,0.0,0.0,0.0,0.0
automated image interpretation,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Methoden,0.0,0.0,0.019,0.0,0.006,0.0,0.006
Medientheorie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
audio mining,0.0,0.0,0.006,0.0,0.0,0.0,0.0
speech recognition,0.0,0.0,0.006,0.0,0.0,0.0,0.0
audiovisual data,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Robert Musil,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Stylometry,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Authorship Attribution,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Short Texts,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Shared task,0.0,0.0,0.006,0.0,0.0,0.0,0.0
training,0.0,0.0,0.006,0.0,0.0,0.0,0.0
narratologie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
annotationsrichtlinien,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Historische Zeitungen,0.0,0.0,0.006,0.0,0.0,0.006,0.006
Volltextdigitalisierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Texterschließung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Rezeptionsgeschichte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Musikkritik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Aufdeckungsverfahren,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Lernverfahren,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Vektorsemantik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Bioinfomratik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
sonnet,0.0,0.0,0.006,0.0,0.0,0.0,0.0
corpus,0.0,0.0,0.006,0.0,0.0,0.0,0.006
Spanish,0.0,0.0,0.006,0.0,0.0,0.0,0.0
verse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
OpenSource,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Text Encoding Initiative,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Korrespondenznetzwerke,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Theoriebildung,0.0,0.0,0.006,0.006,0.0,0.0,0.013
Quellenkritik,0.0,0.0,0.006,0.006,0.0,0.013,0.0
Datenkritik,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Born Digital,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Volkskunde,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Exakt historische Methode,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Max Bense,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Omeka,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Intertextualität,0.0,0.0,0.006,0.013,0.006,0.0,0.006
Situationstheorie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Struktur,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Sentiment Analysis; Dramenanalyse;,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Leistungsschutzrecht,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Datenschutz,0.0,0.0,0.006,0.0,0.006,0.006,0.0
Sammlungserschließung,0.0,0.0,0.013,0.0,0.0,0.0,0.0
Objekte im Netz,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Strategie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Research Software Engineering,0.0,0.0,0.006,0.0,0.0,0.006,0.006
Qualitätssicherung,0.0,0.0,0.006,0.006,0.0,0.0,0.0
Programmierung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Austausch,0.0,0.0,0.013,0.0,0.0,0.006,0.0
digitaler Apparat,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Historische Grundwissenschaften,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Urkunden,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Lehr-Lern-Projekt,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Zeta,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Distinktivität,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Keyness,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Workflow,0.0,0.0,0.006,0.0,0.0,0.006,0.019
Sprachgeschichte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Frühneuhochdeutsch,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Kollokationsanalyse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Onlinezeitung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Userkommentare,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Französische Präsidentschaftswahl 2017,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Bundestagswahl 2017,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Twitter-Bots,0.0,0.0,0.006,0.0,0.0,0.0,0.0
maschinelles Lernen,0.0,0.0,0.006,0.006,0.006,0.006,0.006
Texttheorie,0.0,0.0,0.006,0.0,0.0,0.0,0.0
virtuelle Ausstellung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Projektmanagement,0.0,0.0,0.006,0.0,0.006,0.006,0.006
Projektplanung,0.0,0.0,0.006,0.006,0.0,0.006,0.0
Briefedition,0.0,0.0,0.006,0.0,0.0,0.0,0.013
Projektvernetzung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
allographische Transkription,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Verknüpfung von Transkription und Bild,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Textgenese bei Editionen,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Ähnlichkeiten,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Suchmaschine,0.0,0.0,0.006,0.006,0.0,0.0,0.0
automatisieren,0.0,0.0,0.006,0.0,0.0,0.0,0.0
historische Texte,0.0,0.0,0.006,0.0,0.0,0.0,0.0
multi-ebene Annotation,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Sammlungsinterfaces,0.0,0.0,0.006,0.0,0.0,0.0,0.0
kritische Kulturwissenschaft,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Designstrategien,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Thesaurus,0.0,0.0,0.006,0.006,0.0,0.0,0.006
Flublattsammlung,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Strafrecht,0.0,0.0,0.006,0.0,0.0,0.0,0.0
18. Jahrhundert,0.0,0.0,0.006,0.0,0.006,0.0,0.0
Prozesse,0.0,0.0,0.006,0.0,0.0,0.0,0.0
Ediarum,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Graphentechnologien,0.0,0.0,0.0,0.013,0.0,0.0,0.0
Softwareprototypen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Erkenntnistheorie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
linguistische Annotationen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Toolkit,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Handwritten Text Recognition,0.0,0.0,0.0,0.006,0.006,0.0,0.0
Layout Analysis,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Transcription,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Topic Models,0.0,0.0,0.0,0.006,0.0,0.0,0.0
ökonomische Experten,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Wirtschaftsgeschichte,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Digitales Publizieren,0.0,0.0,0.0,0.019,0.006,0.0,0.0
Barcamp,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Privatsphäre,0.0,0.0,0.0,0.006,0.0,0.0,0.0
inhärente Informationen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Stilmotrie,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Objekterkennung,0.0,0.0,0.0,0.006,0.0,0.006,0.0
Gattung,0.0,0.0,0.0,0.006,0.006,0.0,0.006
Spanisch,0.0,0.0,0.0,0.006,0.0,0.0,0.0
eLearning,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Training,0.0,0.0,0.0,0.006,0.006,0.006,0.0
Digitale Bibliothek,0.0,0.0,0.0,0.006,0.0,0.0,0.006
Optical Character Recognition,0.0,0.0,0.0,0.013,0.006,0.0,0.0
19th century Fraktur,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Mixed Models,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Statistik,0.0,0.0,0.0,0.006,0.0,0.0,0.006
Archivportal,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Vokabular,0.0,0.0,0.0,0.013,0.0,0.0,0.006
Anreicherung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Maschinenlernen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Weimarer Republik,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Kulturdaten,0.0,0.0,0.0,0.006,0.006,0.019,0.006
Metadaten Assessment,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Graphische Sammlung,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Druckgraphik,0.0,0.0,0.0,0.006,0.0,0.0,0.0
Zeichnungen,0.0,0.0,0.0,0.006,0.0,0.0,0.0
